,predicted_scores,similarity_scores
ANDRSTNDNte,0.999530042,0.8451479579217782
ANDRSTRNGLCte,0.999530042,0.8451479579217782
DHEAte,0.999530042,0.8451479579217687
NMTHDA,0.999530042,0.8682421470364392
SPHS1Pt2e,0.999530042,0.8451479579217535
5EIPENCte,0.999530042,0.8451479579217696
DHGLZABCt,0.999530042,0.8451479579217686
SPHMYLN_HsATPte,0.999530042,0.8451479579217535
SPHMYLN1825_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN1824_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN18123_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN18122_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN181221_hs_ATPt,0.999530042,0.8451479579217535
DIPEPabc4,0.999530042,0.8451479579217731
ESTRSABCtc,0.999530042,0.8451479579217646
DIPEPabc6,0.999530042,0.8451479579217771
PCHOLHEP_HSABCt,0.999530042,0.8451479579217535
HMR_0243,0.999530042,0.8451479579217734
PCHOLDOC_HSABCt,0.999530042,0.8451479579217535
HMR_0281,0.999530042,0.8451479579217744
PEDH203_HSABCt,0.999530042,0.8451479579217535
PCHOLEIC_HSABCt,0.999530042,0.8451479579217535
PCHOLET_HSABCt,0.999530042,0.8451479579217535
DPROabcpp,0.999530042,0.8451479579217535
HMR_0247,0.999530042,0.8451479579217743
PEAR_HSABCt,0.999530042,0.8451479579217535
PEALtabc,0.999530042,0.8451479579217535
PEAL2tabc,0.999530042,0.8451479579217538
PCHOLAR_HSABCt,0.999530042,0.8451479579217535
DORNabcpp,0.999530042,0.8451479579217538
PE2LINL_HSABCt,0.999530042,0.8451479579217535
PE226_HSABCt,0.999530042,0.8451479579217535
PE203_HSABCt,0.999530042,0.8451479579217535
PCHOLLINL_HSABCt,0.999530042,0.8451479579217535
PCHOLMYR_HsABCt,0.999530042,0.8451479579217535
PE1829Z12Z1835Z9Z12Zt,0.999530042,0.8451479579217535
PE1819Z1845Z9Z12Z15Zt,0.999530042,0.8451479579217535
PE1819Z1835Z9Z12Zt,0.999530042,0.8451479579217535
C03681te,0.999530042,0.8451479579217708
BUTSabc,0.999530042,0.8451479579217778
PCHOL2STE_HSABCt,0.999530042,0.8451479579217535
HMR_0311,0.999530042,0.8451479579217744
HMR_0299,0.999530042,0.8451479579217743
HMR_0215,0.999530042,0.8451479579217535
DOPA4GLCURt,0.999530042,0.8451479579217668
HMR_0307,0.999530042,0.8451479579217744
PG1819Z160t,0.999530042,0.8451479579217535
PG18111Z160t,0.999530042,0.8451479579217535
HMR_0303,0.999530042,0.8451479579217743
SERGLUGLNtr,0.999530042,0.8451479579217535
HMR_0235,0.999530042,0.8451479579217743
PESTE_HSABCt,0.999530042,0.8451479579217535
PB2abcpp,0.999530042,0.8451479579217535
HMR_0239,0.999530042,0.8451479579217535
PCHOL2OLE_HSABCt,0.999530042,0.8451479579217535
HMR_0291,0.999530042,0.8451479579217736
31DMTtu,0.999530042,0.8451479579217663
PEPALM_HSASBCt,0.999530042,0.8451479579217535
PEOLE_HSABCt,0.999530042,0.8451479579217535
PELPALM_HSABCt,0.999530042,0.8451479579217535
PELINL_HSABCt,0.999530042,0.8451479579217535
PEFLIP_cho,0.999530042,0.8451479579217538
PEFLIP,0.999530042,0.8451479579217538
PCHLN225_HSABCt,0.999530042,0.8451479579217535
PCHOL2LINL_HSABCt,0.999530042,0.8451479579217535
C03990ATP,0.999530042,0.845147957921773
PE1819Z1829Z12Zt,0.999530042,0.8451479579217535
C04483t1,0.999530042,0.8451479579217703
PCHOLPALME_HSABCt,0.999530042,0.8451479579217535
C14826ATP,0.999530042,0.8451479579217711
PCHOLN183_HSABCt,0.999530042,0.8451479579217535
C14825ATP,0.999530042,0.8451479579217711
HMR_0273,0.999530042,0.8451479579217738
SELabcpp,0.999530042,0.8451479579217535
PCt_cho,0.999530042,0.8451479579217535
PCt,0.999530042,0.8451479579217535
PCHOLN19_HSABCt,0.999530042,0.8451479579217535
C14771ATP,0.999530042,0.8451479579217711
PCHOLSTE_HSABCt,0.999530042,0.8451479579217535
HMR_0277,0.999530042,0.8451479579217535
PE1819Z1819Zt,0.999530042,0.8451479579217535
PCHOLOLE_HSABCt,0.999530042,0.8451479579217535
PCHOLN264_HSABCt,0.999530042,0.8451479579217535
PCHOLN225_HSABCt,0.999530042,0.8451479579217535
PCHOLN2254_HSABCt,0.999530042,0.8451479579217535
PCHOLN224_HSABCt,0.999530042,0.8451479579217535
PCHOLN205_HSABCt,0.999530042,0.8451479579217535
C14768ATP,0.999530042,0.845147957921771
PCHOLN204_HSABCt,0.999530042,0.8451479579217535
PCHOLN203_HSABCt,0.999530042,0.8451479579217535
C14769td2,0.999530042,0.845147957921771
HMR_0261,0.999530042,0.8451479579217535
PE12_HSABCt,0.999530042,0.8451479579217535
PCHOLN1836_HSABCt,0.999530042,0.8451479579217535
HMR_0257,0.999530042,0.8451479579217736
C04717ATP,0.999530042,0.8451479579217708
PE18111Z1845Z9Z12Z15Zt,0.999530042,0.8451479579217535
PCHOLN15_HSABCt,0.999530042,0.8451479579217535
PE18111Z1835Z9Z12Zt,0.999530042,0.8451479579217535
C05298te,0.999530042,0.8451479579217708
C05299te,0.999530042,0.8451479579217708
PE18111Z1829Z12Zt,0.999530042,0.8451479579217535
C05301te,0.999530042,0.8451479579217709
C05302te,0.999530042,0.8451479579217709
C05463t1,0.999530042,0.8451479579217535
PE18111Z1819Zt,0.999530042,0.8451479579217535
PE1801845Z9Z12Z15Zt,0.999530042,0.8451479579217535
C05769te,0.999530042,0.8451479579217709
PE1801835Z9Z12Zt,0.999530042,0.8451479579217535
PE1801829Z12Zt,0.999530042,0.8451479579217535
C05770te,0.999530042,0.8451479579217709
PE1801819Zt,0.999530042,0.8451479579217535
PE17_HSABCt,0.999530042,0.8451479579217535
PE161_HSABCt,0.999530042,0.8451479579217535
PE15_HSABCt,0.999530042,0.8451479579217535
PE14_HSABCt,0.999530042,0.8451479579217535
DOPA3GLCURt,0.999530042,0.8451479579217669
HMR_0317,0.999530042,0.8451479579217673
DIPEPabc7,0.999530042,0.845147957921777
HMR_0423,0.999530042,0.8451479579217535
HC02196te,0.999530042,0.845147957921773
HC02220te,0.999530042,0.8451479579217731
HCA24Gte,0.999530042,0.8451479579217535
HCA6Gte,0.999530042,0.8451479579217535
HMR_0431,0.999530042,0.8451479579217734
DMGLYBabcpp,0.999530042,0.8451479579217678
HDCA24Gte,0.999530042,0.8451479579217535
HDCA6Gte,0.999530042,0.8451479579217535
HMR_0427,0.999530042,0.8451479579217702
6OHFVSteb,0.999530042,0.8451479579217703
HMR_0419,0.999530042,0.8451479579217535
HC02195te,0.999530042,0.845147957921773
CBL2abc,0.999530042,0.8451479579217765
TXB2t,0.999530042,0.8451479579217535
CBL1HBIabc,0.999530042,0.8451479579217765
HMR_0415,0.999530042,0.8451479579217765
DMSO2abcpp,0.999530042,0.8451479579217676
S3MEACMPtev,0.999530042,0.8451479579217535
HMR_0395,0.999530042,0.8451479579217739
ECTOabcpp,0.999530042,0.8451479579217656
ECTOINEabc,0.999530042,0.8451479579217656
HMR_0391,0.999530042,0.8451479579217739
EIC21114TRte,0.999530042,0.8451479579217654
HC02194te,0.999530042,0.845147957921773
HMR_0211,0.999530042,0.8451479579217746
ESTRAABCtc,0.999530042,0.8451479579217647
DIPEPabc8,0.999530042,0.8451479579217565
DIPEPabc9,0.999530042,0.8451479579217562
DJENKabc,0.999530042,0.845147957921768
DCA24Gte,0.999530042,0.8451479579217708
ESTROSABCCte,0.999530042,0.8451479579217646
ESTRONEte,0.999530042,0.8451479579217647
ESTRONEGLCt,0.999530042,0.8451479579217647
ESTRIOLGLCte,0.999530042,0.8451479579217647
ESTRIOLATP,0.999530042,0.8451479579217647
ESTRADIOLGLCt2,0.999530042,0.8451479579217648
EPOXTACteb,0.999530042,0.8451479579217649
HMR_0435,0.999530042,0.8451479579217736
DLEUabcpp,0.999530042,0.8451479579217538
TUDCA3Sabc,0.999530042,0.8451479579217535
TUNGSabcpp,0.999530042,0.8451479579217535
RSVLACteb,0.999530042,0.8451479579217535
DLYSabcpp,0.999530042,0.8451479579217538
HMR_0469,0.999530042,0.8451479579217535
HMR_0439,0.999530042,0.8451479579217739
CDCA3Gte,0.999530042,0.8451479579217763
PHYQt,0.999530042,0.8451479579217538
CDCA24Gte,0.999530042,0.8451479579217763
ATVACIDtu,0.999530042,0.8451479579217792
SALCHS2FEabcpp,0.999530042,0.8451479579217535
ATVLACtu,0.999530042,0.8451479579217791
HMR_0194,0.999530042,0.8451479579217746
EANDRSTRNte,0.999530042,0.8451479579217657
CA3Sabc,0.999530042,0.8451479579217772
7DHCHSTEROLt,0.999530042,0.8451479579217704
7HPVSteb,0.999530042,0.8451479579217704
CA24Gte,0.999530042,0.8451479579217774
DVALabcpp,0.999530042,0.8451479579217535
HMR_0359,0.999530042,0.8451479579217654
HMR_0347,0.999530042,0.8451479579217747
HMR_0343,0.999530042,0.8451479579217535
HMR_0329,0.999530042,0.8451479579217746
BILDGLCURte,0.999530042,0.8451479579217782
HEXDIACATP,0.999530042,0.8451479579217535
BILGLCURte,0.999530042,0.8451479579217782
HMR_0325,0.999530042,0.8451479579217743
DSPVSteb,0.999530042,0.8451479579217666
7KILTCHOLATP,0.999530042,0.8451479579217704
HMR_0207,0.999530042,0.8451479579217738
HMR_0321,0.999530042,0.8451479579217673
BLAMDabcpp,0.999530042,0.8451479579217788
PGP1819Z160t,0.999530042,0.8451479579217535
PGP18111Z160t,0.999530042,0.8451479579217535
PGLYCABCte,0.999530042,0.8451479579217535
HMR_0363,0.999530042,0.8451479579217535
7DHCHOLabc,0.999530042,0.8451479579217704
7DHCDCHOLabc,0.999530042,0.8451479579217704
7BHGLZGLCABCt,0.999530042,0.8451479579217703
AU1abcpp,0.999530042,0.8451479579217791
HEXDTRte,0.999530042,0.8451479579217535
HEXSabc,0.999530042,0.8451479579217538
HMR_0387,0.999530042,0.8451479579217739
Am1CSAteb,0.999530042,0.8451479579217779
HMR_0383,0.999530042,0.8451479579217734
BALAALAabcpp,0.999530042,0.845147957921779
DODECANACt,0.999530042,0.8451479579217673
BALABALAabcpp,0.999530042,0.8451479579217789
7AHGLZABCt,0.999530042,0.8451479579217703
CARNabcpp,0.999530042,0.845147957921777
BALAGLYabcpp,0.999530042,0.8451479579217789
HISGLYabcpp,0.999530042,0.8451479579217538
BALALEUabcpp,0.999530042,0.8451479579217788
HMR_0375,0.999530042,0.8451479579217535
HISHISabcpp,0.999530042,0.8451479579217538
HISTAVESSEC,0.999530042,0.725467289009617
HISTAVESSEC_1,0.999530042,0.8451479579217535
HMR_0371,0.999530042,0.8451479579217535
HMR_0367,0.999530042,0.845147957921774
7BHGLZABCt,0.999530042,0.8451479579217703
DCA3Gte,0.999530042,0.8451479579217707
C14770ATP,0.999530042,0.845147957921771
LIPAAabcpp,0.999530042,0.8451479579217535
XOLDIOLONEATP,0.999530042,0.8451479579217535
GLUCAN2abc,0.999530042,0.8451479579217567
MANTTRabc,0.999530042,0.8451479579217538
AEPabcpp,0.999530042,0.8451479579217651
MANTRabc,0.999530042,0.8451479579217538
MANBabc,0.999530042,0.8451479579217538
17AHPRGSTRNte,0.999530042,0.8451479579217639
17AHPRGNLONEte,0.999530042,0.8451479579217639
1331TACRteb,0.999530042,0.8451479579217637
XOL7AONEATP,0.999530042,0.8451479579217535
PSFLIP,0.999530042,0.8451479579217535
GDCA3Sabc,0.999530042,0.8451479579217585
XOL7AH3ATP,0.999530042,0.8451479579217535
3OHACMPtev,0.999530042,0.845147957921768
FECRMabcpp,0.999530042,0.8451479579217624
DARGabcpp,0.999530042,0.8451479579217789
FECRMabc,0.999530042,0.8451479579217624
CPGNabcpp,0.999530042,0.845147957921773
13DAMPPabcpp,0.999530042,0.8451479579217637
13DMTtu,0.999530042,0.8451479579217637
FECHEabcpp,0.999530042,0.8451479579217624
AK2LGCHOLABCt,0.999530042,0.8451479579217769
FE3HOXabcpp,0.999530042,0.8451479579217627
LIPTabc,0.999530042,0.8451479579217538
15HPETATP,0.999530042,0.8451479579217638
CRGLZABCt,0.999530042,0.845147957921773
AEPabc,0.999530042,0.8451479579217649
GLUCANabc,0.999530042,0.8451479579217567
ALAGLYtr,0.999530042,0.8451479579217774
PSFLIP_cho,0.999530042,0.8451479579217535
FERRICHabc,0.999530042,0.845147957921762
FEROXGFEabcpp,0.999530042,0.845147957921762
XYLANabc,0.999530042,0.8451479579217535
COLIPABabcpp,0.999530042,0.8451479579217734
FEROXEFEabcpp,0.999530042,0.845147957921762
XYL3abc,0.999530042,0.8451479579217535
FEROXBFEabcpp,0.999530042,0.8451479579217621
COLIPAabcex,0.999530042,0.8451479579217733
ALAGLNtr,0.999530042,0.8451479579217772
THCHOLSTOICATP,0.999530042,0.8451479579217535
COLIPAabcpp_kt,0.999530042,0.8451479579217535
COLIPAabcppmin,0.999530042,0.8451479579217733
THIOGabc,0.999530042,0.8451479579217535
4HATVLACteb,0.999530042,0.8451479579217686
DASNabcpp,0.999530042,0.845147957921779
GCA3Sabc,0.999530042,0.8451479579217586
GCDCA3Sabc,0.999530042,0.8451479579217586
ADRNLPVESSEC,0.999530042,0.7254672890096346
ADRNLPVESSEC_1,0.999530042,0.8451479579217765
MCBTFabcpp,0.999530042,0.8451479579217624
GCHOLAt3,0.999530042,0.8451479579217586
TDCA3Sabc,0.999530042,0.8451479579217535
18HARACHDte,0.999530042,0.8451479579217639
COPROSTabc,0.999530042,0.8451479579217731
PSHSABCtc,0.999530042,0.8451479579217535
THYOCHOLabc,0.999530042,0.8451479579217535
PTVSTATPtu,0.999530042,0.8451479579217535
LANTHabc,0.999530042,0.8451479579217538
HPDECEte,0.999530042,0.8451479579217535
LEUKABCtc,0.999530042,0.8451479579217538
GLCGLYCabcpp_syn,0.999530042,0.8451479579217576
PROSTGE1t3,0.999530042,0.8451479579217535
PROSTGE2t3,0.999530042,0.8451479579217535
LEUKTRB4WCOOHt,0.999530042,0.8451479579217535
GLCMAN4abc,0.999530042,0.8451479579217576
LEUKTRB4WOHt,0.999530042,0.8451479579217535
Pe13_HSABCt,0.999530042,0.8451479579217535
GLCMAN6abc,0.999530042,0.8451479579217576
PYOVDtex,0.999530042,0.8451479579217535
LSTNtu,0.999530042,0.8451479579217535
CRVSM24teb,0.999530042,0.8451479579217722
PYOVD2tex,0.999530042,0.8451479579217535
LEULEUabcpp,0.999530042,0.8451479579217538
CYSAMPtev,0.999530042,0.8451479579217716
WHARACHDt,0.999530042,0.8451479579217535
CSASULPteb,0.999530042,0.8451479579217721
RETABCtc,0.999530042,0.8451479579217535
CSAtu,0.999530042,0.8451479579217722
4BHGLZABCt,0.999530042,0.8451479579217684
PVSGLUCteb,0.999530042,0.8451479579217535
PVSATPtu,0.999530042,0.8451479579217535
PURabc1,0.999530042,0.8451479579217535
LMN2abc,0.999530042,0.8451479579217538
VITEtl,0.999530042,0.8451479579217791
CRVSM23teb,0.999530042,0.8451479579217724
CYSIabcpp,0.999530042,0.8451479579217713
LCYSTabcpp,0.999530042,0.8451479579217734
AHANDROSTANte,0.999530042,0.8451479579217767
4GLU56DIHDINDt,0.999530042,0.8451479579217686
GLC3MEACPtev,0.999530042,0.8451479579217577
FBACabcpp,0.999530042,0.8451479579217633
15DMTtu,0.999530042,0.8451479579217639
LYSGLUGLYtr,0.999530042,0.8451479579217538
LVSTPGPtu,0.999530042,0.8451479579217535
PRGNLONESte,0.999530042,0.8451479579217535
PRGNLONEte,0.999530042,0.8451479579217535
LVSTACIDtu,0.999530042,0.8451479579217535
LTHSTRLABCt,0.999530042,0.8451479579217535
PRISTte,0.999530042,0.8451479579217535
AHANDROSTANGLCte,0.999530042,0.8451479579217767
LCYSTabc,0.999530042,0.8451479579217734
LCA24Gte,0.999530042,0.8451479579217535
LCA3Gte,0.999530042,0.8451479579217535
1531TACRteb,0.999530042,0.8451479579217638
1513TACRtu,0.999530042,0.8451479579217638
CRVSATPthc,0.999530042,0.8451479579217724
LCA3Sabc,0.999530042,0.8451479579217535
CRVSATPtu,0.999530042,0.8451479579217727
CRVSM1teb,0.999530042,0.8451479579217724
PROHISGLUtr,0.999530042,0.8451479579217535
PROLBabc,0.999530042,0.8451479579217535
PTVSTM3eb,0.999530042,0.8451479579217535
FERXAabc,0.999530042,0.845147957921762
4HATVACIDteb,0.999530042,0.8451479579217686
TETDECA511ACt,0.999530042,0.8451479579217535
11DOCRTSLte,0.999530042,0.8451479579217632
MDZtu,0.999530042,0.8451479579217535
MEPNabcpp,0.999530042,0.8451479579217538
r1532_1,0.999530042,0.845147957921773
r1531_1,0.999530042,0.845147957921773
ISOCHOLabc,0.999530042,0.8451479579217535
pentso3abcpp,0.999530042,0.8451479579217538
ALATHRabcpp,0.999530042,0.8451479579217774
12DHCHOLabc,0.999530042,0.8451479579217633
ISOLVSTtbc,0.999530042,0.8451479579217535
3MOXTYRESSte,0.999530042,0.725467289009641
1MNCAMti,0.999530042,0.8451479579217642
12HARACHDte,0.999530042,0.8451479579217636
THEXDDte,0.999530042,0.8451479579217535
ALATHRtr,0.999530042,0.8451479579217771
ALATRPabcpp,0.999530042,0.8451479579217774
MEPIVESSte_cho,0.999530042,0.8451479579217535
FVSteb,0.999530042,0.8451479579217603
ISOP3PT,0.999530042,0.8451479579217781
MEPIVESSte,0.999530042,0.725467289009617
12HPETATP,0.999530042,0.8451479579217633
ISTNTabc,0.999530042,0.8451479579217538
12HTACRtu,0.999530042,0.8451479579217636
LIPABabcpp,0.999530042,0.8451479579217535
GALMAN6abc,0.999530042,0.8451479579217591
FOLABCCte,0.999530042,0.8451479579217612
11DOCRTSTRNte,0.999530042,0.8451479579217633
ICLIPAabcpp,0.999530042,0.8451479579217535
ICDCHOLabc,0.999530042,0.8451479579217535
ALAHIStr,0.999530042,0.8451479579217772
TCDCA3Sabc,0.999530042,0.8451479579217535
TCHOLAt3,0.999530042,0.8451479579217535
MERACMPthc,0.999530042,0.8451479579217538
GALMAN4abc,0.999530042,0.8451479579217592
ALAHISabcpp,0.999530042,0.8451479579217774
HYOCHOLabc,0.999530042,0.8451479579217535
MERACMPtep,0.999530042,0.8451479579217535
XYLBabc,0.999530042,0.8451479579217535
IBUPGLUCtpvb,0.999530042,0.8451479579217535
r1533_1,0.999530042,0.8451479579217731
IBUP_Stbc,0.999530042,0.8451479579217535
TCHOLABCtc,0.999530042,0.8451479579217535
THRNTt,0.999530042,0.8451479579217535
ALALEUabcpp,0.999530042,0.8451479579217774
ALALEUt,0.999530042,0.8451479579217774
CCGS,0.999528876,0.66813941524628
AASDH1_c,0.9995282400000001,0.8618546545162027
MPOMOR2_1,0.9995282400000001,0.7911570975008941
RE2626C,0.9995282400000001,0.8618546545162178
RE1830C,0.9995282400000001,0.8618546545162014
34DHXMANDACOX_NADP,0.9995282400000001,0.8618546545161974
UDPGALNAC6DH_2,0.9995282400000001,0.9160416849344002
TNTR1,0.9995282400000001,0.8176321864544789
EPOXQR,0.9995282400000001,0.7911570975008941
EPXQR,0.9995282400000001,0.7911570975008941
CDPGD,0.9995282400000001,0.7911570975008941
ALDD20y,0.9995282400000001,0.8618546545162169
RADH2,0.9995282400000001,0.8618546545162169
MPOMC2,0.9995282400000001,0.7911570975008941
RE1807C,0.9995282400000001,0.8618546545162173
RADH4,0.9995282400000001,0.8618546545162182
TNTR2,0.9995282400000001,0.8176321864544789
3MOX4HOXPGALDOX_NADP,0.9995282400000001,0.8618546545161985
ALLTAMH2,0.9995276179999999,0.8606604721894264
ARGt2pp,0.999527248,0.6737221598223753
CAPROICc,0.9995272,0.7999895692084203
OAAt_1,0.999525832,0.6620870758628553
SO4t4pp_1,0.999524538,0.5
GAPP,0.9995242839999999,0.7069654022425799
5DH4DGLCD,0.9995242120000001,0.6928143010165083
CMPN,0.99952156,0.5
TARTDC,0.9995211860000002,0.6859943405700353
PSLS,0.999520038,0.49986958789774927
SELMETAT,0.99952003,0.6666666666666667
COB1NDAAT2,0.99952003,0.6666666666666667
TMPHi,0.9995199359999999,0.647125276518244
THMTP,0.9995189740000001,0.6761095507751439
DADNK,0.9995186699999999,0.6324353744416549
ILEDHr,0.999516256,0.6834925412092896
PROt4_2_r,0.999515168,0.9486832980505138
DDPA_1,0.9995129800000001,0.9128947337811675
PHEMEt,0.9995090120000001,0.5
RFAC_HP,0.999504892,0.6324353744416604
NO3t2pp,0.9995037,0.6933821993049778
G5SD2,0.999502792,0.6666666666666667
HMR_6786,0.999501684,0.5999791384166931
CYTK3,0.9994999659999999,0.5
SLFAT,0.999496688,0.5999791384167101
RBFK_1,0.999495778,0.8944505146550812
XNAC,0.999494872,0.7324680936237036
R1PK,0.99949181,0.632435374441606
C3STDH2,0.9994912420000001,0.6415129052793413
C3STDH1,0.9994912420000001,0.6415129052793489
THMPP,0.999490632,0.5
AKP1,0.999486922,0.8658710659558813
AKP1_1,0.999486922,0.9256407381238748
AKP1_2,0.999486922,0.8422297486654668
DHORD6,0.9994820499999999,0.7027493975589052
CBPS_1,0.99948084,0.9737339285649727
PRO1y,0.9994798100000001,1.0
P5CR_1,0.9994798100000001,0.9486874220701226
GLCP4,0.9994796380000001,0.8040421656648321
GLCP3,0.9994796380000001,0.804042165664832
HOXPRx,0.999479444,0.7999895692083732
FPGS7,0.999479384,0.834777120649328
GLYGLYCNc,0.999477242,0.6123724356957946
G3PCT_1,0.9994771119999999,0.5772983874242145
OLEICFATPtc,0.9994754240000001,0.7216878364870323
FAEL184_cho,0.9994740140000001,0.9538523807919498
ELO6ETA_c,0.9994740140000001,0.9538523807919499
FAEL205_cho,0.9994740140000001,0.9538523807919498
KAS9,0.9994740140000001,0.9974374970708009
FAEL204_cho,0.9994740140000001,0.9538523807919559
ELO5DPA_c,0.9994740140000001,0.9538523807919498
KAS1,0.9994740140000001,0.9968559351796988
KAS6,0.9994740140000001,0.9977370972727786
KAS5,0.9994740140000001,0.9974374970708009
KAS3,0.9994740140000001,0.9968559351796988
KAS19SA,0.9994740140000001,0.9982022935028069
FAEL183_cho,0.9994740140000001,0.95385238079195
KAS12,0.9994740140000001,0.9977370972727785
KAS11,0.9994740140000001,0.9977370972727786
KAS4,0.9994740140000001,0.9968559351796988
KAS10,0.9994740140000001,0.9974374970708011
FAS260,0.9994740140000001,0.9538523807919498
NDH1_2p,0.999470914,0.9310338626431917
GLCATr,0.999470748,0.6123724356957947
PDX5PO2,0.9994700680000002,0.702749397558905
NTPP11_1,0.9994644779999999,0.89445051465508
ACCC_1,0.999463964,0.5787460709779348
D4DGCD,0.999463964,0.6928143010165083
MYCSacp56,0.999463808,0.992915166420229
FASC240ACP,0.999463808,0.9485424146081758
FASPHDCA,0.999463808,0.9919467546824938
MYCSacp50,0.999463808,0.9926437666312841
MYCSacp58,0.999463808,0.9910319223845158
NPHSb,0.9994635620000001,0.7999895692084069
FUMtpp,0.9994629100000001,0.9486832980505138
PPPPH,0.9994612860000001,0.7999895692083947
GLNSP3,0.999460558,0.7142750707793336
SMIA1abc,0.999460266,0.8017812374686751
XNSPabc,0.999460266,0.8017812374686751
SMIA2abc,0.999460266,0.8017812374686751
PACCOAL2,0.999460024,0.6666666666666667
CF3Ha,0.999458522,0.6708378859913521
GLXCBL,0.999457746,0.8571375353896351
G1PDH,0.9994576759999999,0.702749397558904
SULR2pp,0.9994574400000001,0.9211360122223619
NTP12,0.999457346,0.6761095507751372
ICDHx,0.999457252,0.670837885991345
Spt3AdT,0.9994562379999999,0.6761095507751679
S3AdT,0.9994562379999999,0.6761095507751679
SELADT,0.9994562379999999,0.6761095507751715
THISAT,0.9994562379999999,0.6761095507751712
LAAL31,0.9994542839999999,0.6761095507751893
CA2t,0.9994537680000001,0.4999999999999999
ADADir,0.9994536799999999,0.6324353744416537
FADD17,0.99945138,0.7505116834105017
Kt3r,0.999450672,0.6620870758628552
HSDxi,0.999449572,0.702749397558907
AAPT,0.9994468299999999,0.6324353744416629
HXANt2r,0.9994461899999999,0.6620870758628552
HMR_4816,0.9994461320000001,0.8658710659558809
INSTt4,0.999445242,0.6324555320336759
INSTt4_2,0.999445242,0.7999999999999998
NTP11,0.9994443800000001,0.6761095507751769
AIRSK,0.999443816,0.7453559965556988
5DKGR,0.9994432099999999,0.7999895692083709
HYD3,0.9994425039999999,0.8939936142949927
GLUTRS2,0.999440724,0.676109550775217
DAGK_EC,0.9994392080000001,0.8163758996906312
NDH1_1p,0.9994375060000001,0.8757574651804129
TSULP,0.999436562,0.6620870758628552
DGNSK,0.9994365080000002,0.6324353744416527
THPPP,0.999435694,0.6708378859913167
RE2768C,0.9994320099999999,0.7969200348986535
TRDR4,0.99942937,0.7142750707793017
SO4t2,0.9994286459999999,0.6620870758628552
SO4t_e,0.9994286459999999,0.8374812676349257
HPACOAT,0.999427686,0.599979138416691
LAT,0.9994269599999999,0.5000072433849908
FPGSa,0.999424232,0.8347771206493285
MTHF3ES_c,0.999424232,0.8058150499650625
ARAT,0.9994241660000001,0.6708378859913414
FACOAL200,0.999423964,0.6666666666666667
GGSPMDS,0.9994209940000001,0.7142750707793906
MN2tipp,0.999419856,0.9999999999999998
HMR_8582,0.9994180119999999,0.6123724356957946
CDAPPA190,0.99941642,0.865948844633338
CDAPPA_HP,0.99941642,0.865948844633338
CDAPPA160190,0.99941642,0.865948844633338
CDAPPA_SA,0.99941642,0.9998666612658973
GP4GH1,0.999414414,0.7499674012257113
HISTP_1,0.999414316,0.8944505146551393
HP,0.999414316,0.894450514655108
CHLt3pp,0.9994138180000001,0.6737221598223753
LAAL41,0.9994137179999999,0.6761095507752127
HMR_1551,0.9994120280000001,0.6151491641983002
HMR_1505,0.9994120280000001,0.6151491641983002
HMR_1495,0.9994120280000001,0.6151491641983013
HMR_1546,0.9994120280000001,0.6151491641983002
LAAL34,0.999409706,0.6761095507751893
HMGCOAS,0.999408356,0.6666666666666667
LAAL36,0.9994045500000001,0.7142750707793285
PGLc,0.999403612,1.0
HCO3_h_ti,0.999403152,0.6620870758628552
CHOLt4ipp,0.9994013259999999,0.5
LAAL35,0.9993972880000002,0.7142750707793706
CITt2r,0.9993970040000001,0.6620870758628552
CITt3,0.9993970040000001,0.6620870758628552
DKMPPD3_1,0.999395764,0.6761095507751769
ICHDx,0.9993951939999999,0.6708378859913261
3OAS160_2,0.9993934839999999,0.8333333333333335
3NUCLE1,0.9993909000000001,0.75
FACOALPREPH,0.999388246,0.6666666666666667
SPMDt2,0.9993855119999999,0.6620870758628552
SPMDt3i,0.9993855119999999,0.6620870758628553
MALt2_3,0.99938149,0.8944271909999159
MALt2_2,0.99938149,0.9486832980505138
DIDP,0.9993803079999999,0.6761095507751768
CDPGS,0.999380152,0.5174588220865749
FTHFI_1,0.9993749980000001,0.7885086812747808
6TXAN5MPAML,0.9993718399999999,0.8333188456189343
FBP26,0.9993712499999999,0.75
GLXO3r,0.9993710720000001,0.6804236744382356
LAAL12,0.9993709259999999,0.6761095507751893
SELNPS,0.999369566,0.6123724356957946
CAMPP,0.99936922,0.6761095507751722
GNP,0.9993678339999998,0.7069654022425799
HEX10,0.999367222,0.6324353744416417
CARBSARAH,0.999366818,0.8040252224545791
BUP2,0.999366818,0.8040252224545692
BUP,0.999366818,0.8040252224545692
AFLBURPPAAMH,0.999366818,0.7385576997230722
FACOAL1813,0.999366048,0.6666666666666667
ASPTRS_1,0.999365472,0.7142750707794128
THFGLUH,0.999364602,0.5999791384166206
RIBFLVt2,0.999363614,0.6620870758628552
ACGK_1,0.9993621879999999,0.8944505146551579
PTHRP,0.99936189,0.75
MLTHFte,0.999358634,0.6620870758628552
SRK,0.999356822,0.6324353744416592
AMCOXO,0.99935548,0.6299287942994147
FLVR_1,0.9993539119999999,0.7999895692083476
